,date,open,high,low,close,adjclose,volume,ticker,dailychange
32,2020-09-02,137.58999633789062,137.97999572753906,127.0,131.39999389648438,129.24136352539062,200119000,AAPL,0.9792815700473753
33,2020-09-03,126.91000366210938,128.83999633789062,120.5,120.87999725341797,118.89417266845703,257599600,AAPL,0.9199391390280127
34,2020-09-04,120.06999969482422,123.69999694824219,110.88999938964844,120.95999908447266,118.97284698486328,332607200,AAPL,1.0006618285313738
35,2020-09-08,113.94999694824219,118.98999786376953,112.68000030517578,112.81999969482422,110.96658325195312,231366600,AAPL,0.9327050309915772
36,2020-09-09,117.26000213623047,119.13999938964844,115.26000213623047,117.31999969482422,115.39266204833984,176940500,AAPL,1.039886545046733
37,2020-09-10,120.36000061035156,120.5,112.5,113.48999786376953,111.62556457519531,182274400,AAPL,0.9673542291082732
38,2020-09-11,114.56999969482422,115.2300033569336,110.0,112.0,110.16004943847656,180860300,AAPL,0.9868711085398196
39,2020-09-14,114.72000122070312,115.93000030517578,112.80000305175781,115.36000061035156,113.46485137939453,140150100,AAPL,1.0300000054495675
40,2020-09-15,118.33000183105469,118.83000183105469,113.61000061035156,115.54000091552734,113.64188385009766,184642000,AAPL,1.0015603355081781
41,2020-09-16,115.2300033569336,116.0,112.04000091552734,112.12999725341797,110.28791046142578,154679000,AAPL,0.9704863801706002
42,2020-09-17,109.72000122070312,112.19999694824219,108.70999908447266,110.33999633789062,108.52731323242188,178011000,AAPL,0.98403637778139
43,2020-09-18,110.4000015258789,110.87999725341797,106.08999633789062,106.83999633789062,105.08480834960938,287104900,AAPL,0.9682798611912034
44,2020-09-21,104.54000091552734,110.19000244140625,103.0999984741211,110.08000183105469,108.2716064453125,195713800,AAPL,1.0303257731581839
45,2020-09-22,112.68000030517578,112.86000061035156,109.16000366210938,111.80999755859375,109.97318267822266,183055400,AAPL,1.0157158039495147
46,2020-09-23,111.62000274658203,112.11000061035156,106.7699966430664,107.12000274658203,105.36022186279297,150718700,AAPL,0.9580538868221159
47,2020-09-24,105.16999816894531,110.25,105.0,108.22000122070312,106.44215393066406,167743300,AAPL,1.010268842848365
48,2020-09-25,108.43000030517578,112.44000244140625,107.66999816894531,112.27999877929688,110.43544006347656,149981400,AAPL,1.0375161477804258
49,2020-09-28,115.01000213623047,115.31999969482422,112.77999877929688,114.95999908447266,113.07142639160156,137672400,AAPL,1.0238689021581102
50,2020-09-29,114.55000305175781,115.30999755859375,113.56999969482422,114.08999633789062,112.21570587158203,99382200,AAPL,0.9924321263612507
51,2020-09-30,113.79000091552734,117.26000213623047,113.62000274658203,115.80999755859375,113.90746307373047,142675200,AAPL,1.0150758285205754
52,2020-10-01,117.63999938964844,117.72000122070312,115.83000183105469,116.79000091552734,114.87136840820312,116120400,AAPL,1.0084621654226162
53,2020-10-02,112.88999938964844,115.37000274658203,112.22000122070312,113.0199966430664,111.16329193115234,144712000,AAPL,0.9677198026979404
54,2020-10-05,113.91000366210938,116.6500015258789,113.55000305175781,116.5,114.58612823486328,106243800,AAPL,1.0307910410573091
55,2020-10-06,115.69999694824219,116.12000274658203,112.25,113.16000366210938,111.30099487304688,161498200,AAPL,0.9713305035374196
56,2020-10-07,114.62000274658203,115.55000305175781,114.12999725341797,115.08000183105469,113.189453125,96849000,AAPL,1.0169671094627952
57,2020-10-08,116.25,116.4000015258789,114.58999633789062,114.97000122070312,113.08126068115234,83477200,AAPL,0.9990441379162207
58,2020-10-09,115.27999877929688,117.0,114.91999816894531,116.97000122070312,115.04840087890625,100506900,AAPL,1.0173958422089662
59,2020-10-12,120.05999755859375,125.18000030517578,119.27999877929688,124.4000015258789,122.35633850097656,240226800,AAPL,1.0635205627736688
60,2020-10-13,125.2699966430664,125.38999938964844,119.6500015258789,121.0999984741211,119.11056518554688,262330500,AAPL,0.9734726446038563
61,2020-10-14,121.0,123.02999877929688,119.62000274658203,121.19000244140625,119.1990737915039,150712000,AAPL,1.0007432202181603
62,2020-10-15,118.72000122070312,121.19999694824219,118.1500015258789,120.70999908447266,118.72695922851562,112559200,AAPL,0.9960392495481163
63,2020-10-16,121.27999877929688,121.55000305175781,118.80999755859375,119.0199966430664,117.06472778320312,115393800,AAPL,0.9859994826093604
64,2020-10-19,119.95999908447266,120.41999816894531,115.66000366210938,115.9800033569336,114.07466125488281,120639300,AAPL,0.9744581299623998
65,2020-10-20,116.19999694824219,118.9800033569336,115.62999725341797,117.51000213623047,115.57955169677734,124423700,AAPL,1.0131919187360965
66,2020-10-21,116.66999816894531,118.70999908447266,116.44999694824219,116.87000274658203,114.95004272460938,89946000,AAPL,0.9945536603011336
67,2020-10-22,117.44999694824219,118.04000091552734,114.58999633789062,115.75,113.84843444824219,101988000,AAPL,0.9904166790428626
68,2020-10-23,116.38999938964844,116.55000305175781,114.27999877929688,115.04000091552734,113.15011596679688,82572600,AAPL,0.9938660986222665
69,2020-10-26,114.01000213623047,116.55000305175781,112.87999725341797,115.05000305175781,113.15995025634766,111850700,AAPL,1.0000869448552754
70,2020-10-27,115.48999786376953,117.27999877929688,114.54000091552734,116.5999984741211,114.68447875976562,92276800,AAPL,1.0134723631573133
71,2020-10-28,115.05000305175781,115.43000030517578,111.0999984741211,111.19999694824219,109.37320709228516,143937800,AAPL,0.9536878079198482
72,2020-10-29,112.37000274658203,116.93000030517578,112.19999694824219,115.31999969482422,113.42549896240234,146129200,AAPL,1.0370503854285147
73,2020-10-30,111.05999755859375,111.98999786376953,107.72000122070312,108.86000061035156,107.0716323852539,190272600,AAPL,0.9439819710235171
74,2020-11-02,109.11000061035156,110.68000030517578,107.31999969482422,108.7699966430664,106.98310852050781,122866900,AAPL,0.9991732136066459
75,2020-11-03,109.66000366210938,111.48999786376953,108.7300033569336,110.44000244140625,108.62567901611328,107624400,AAPL,1.0153535519893417
76,2020-11-04,114.13999938964844,115.58999633789062,112.3499984741211,114.94999694824219,113.06159210205078,138235500,AAPL,1.0408366027448135
77,2020-11-05,117.94999694824219,119.62000274658203,116.87000274658203,119.02999877929688,117.0745620727539,126387100,AAPL,1.0354937097814083
78,2020-11-06,118.31999969482422,119.19999694824219,116.12999725341797,118.69000244140625,116.94155883789062,114457900,AAPL,0.9971436079864116
79,2020-11-09,120.5,121.98999786376953,116.05000305175781,116.31999969482422,114.6064682006836,154515300,AAPL,0.9800319934465245
80,2020-11-10,115.55000305175781,117.58999633789062,114.12999725341797,115.97000122070312,114.26162719726562,138023400,AAPL,0.996991072257227
81,2020-11-11,117.19000244140625,119.62999725341797,116.44000244140625,119.48999786376953,117.72976684570312,112295000,AAPL,1.0303526481505116
82,2020-11-12,119.62000274658203,120.52999877929688,118.56999969482422,119.20999908447266,117.45389556884766,103162300,AAPL,0.9976567178483332
83,2020-11-13,119.44000244140625,119.66999816894531,117.87000274658203,119.26000213623047,117.50314331054688,81581900,AAPL,1.0004194535034128
84,2020-11-16,118.91999816894531,120.98999786376953,118.1500015258789,120.30000305175781,118.52783966064453,91183000,AAPL,1.0087204502506997
85,2020-11-17,119.55000305175781,120.66999816894531,118.95999908447266,119.38999938964844,117.63123321533203,74271000,AAPL,0.9924355474727806
86,2020-11-18,118.61000061035156,119.81999969482422,118.0,118.02999877929688,116.29127502441406,76322100,AAPL,0.9886087560322956
87,2020-11-19,117.58999633789062,119.05999755859375,116.80999755859375,118.63999938964844,116.89229583740234,74113000,AAPL,1.0051681828065777
88,2020-11-20,118.63999938964844,118.7699966430664,117.29000091552734,117.33999633789062,115.61144256591797,73604300,AAPL,0.9890424556772947
89,2020-11-23,117.18000030517578,117.62000274658203,113.75,113.8499984741211,112.17284393310547,127959300,AAPL,0.9702573890174687
90,2020-11-24,113.91000366210938,115.8499984741211,112.58999633789062,115.16999816894531,113.47340393066406,113874200,AAPL,1.0115942003734348
91,2020-11-25,115.55000305175781,116.75,115.16999816894531,116.02999877929688,114.32073974609375,76499200,AAPL,1.007467227785226
92,2020-11-27,116.56999969482422,117.48999786376953,116.22000122070312,116.58999633789062,114.87249755859375,46691300,AAPL,1.0048263170256422
93,2020-11-30,116.97000122070312,120.97000122070312,116.80999755859375,119.05000305175781,117.29625701904297,169410200,AAPL,1.021099637971836
94,2020-12-01,121.01000213623047,123.47000122070312,120.01000213623047,122.72000122070312,120.91220092773438,127728200,AAPL,1.0308273672815427
95,2020-12-02,122.0199966430664,123.37000274658203,120.88999938964844,123.08000183105469,121.26689910888672,89004200,AAPL,1.0029335121151453
96,2020-12-03,123.5199966430664,123.77999877929688,122.20999908447266,122.94000244140625,121.12895202636719,78967600,AAPL,0.9988625334126936
97,2020-12-04,122.5999984741211,122.86000061035156,121.5199966430664,122.25,120.44911193847656,78260400,AAPL,0.9943874863534746
98,2020-12-07,122.30999755859375,124.56999969482422,122.25,123.75,121.92701721191406,86712000,AAPL,1.0122699386503067
99,2020-12-08,124.37000274658203,124.9800033569336,123.08999633789062,124.37999725341797,122.5477294921875,82225500,AAPL,1.0050908868963069
100,2020-12-09,124.52999877929688,125.94999694824219,121.0,121.77999877929688,119.98603820800781,115089200,AAPL,0.9790963295422517
101,2020-12-10,120.5,123.87000274658203,120.1500015258789,123.23999786376953,121.42452239990234,81312200,AAPL,1.0119888249228728
102,2020-12-11,122.43000030517578,122.76000213623047,120.55000305175781,122.41000366210938,120.60677337646484,86939800,AAPL,0.9932652205773516
103,2020-12-14,122.5999984741211,123.3499984741211,121.54000091552734,121.77999877929688,119.98603820800781,79184500,AAPL,0.9948533219184315
104,2020-12-15,124.33999633789062,127.9000015258789,124.12999725341797,127.87999725341797,125.99617004394531,157243700,AAPL,1.050090314791152
105,2020-12-16,127.41000366210938,128.3699951171875,126.55999755859375,127.80999755859375,125.92720794677734,98208600,AAPL,0.999452614198251
106,2020-12-17,128.89999389648438,129.5800018310547,128.0399932861328,128.6999969482422,126.80410766601562,94359800,AAPL,1.0069634567455525
107,2020-12-18,128.9600067138672,129.10000610351562,126.12000274658203,126.66000366210938,124.79414367675781,192541500,AAPL,0.9841492359401282
108,2020-12-21,125.0199966430664,128.30999755859375,123.44999694824219,128.22999572753906,126.34101104736328,121251600,AAPL,1.0123953262279854
109,2020-12-22,131.61000061035156,134.41000366210938,129.64999389648438,131.8800048828125,129.93724060058594,168904800,AAPL,1.0284645502369736
110,2020-12-23,132.16000366210938,132.42999267578125,130.77999877929688,130.9600067138672,129.0308074951172,88223700,AAPL,0.9930239753193608
111,2020-12-24,131.32000732421875,133.4600067138672,131.10000610351562,131.97000122070312,130.02593994140625,54930100,AAPL,1.0077122362176008
112,2020-12-28,133.99000549316406,137.33999633789062,133.50999450683594,136.69000244140625,134.67642211914062,124486200,AAPL,1.0357657132457665
113,2020-12-29,138.0500030517578,138.7899932861328,134.33999633789062,134.8699951171875,132.8831787109375,121047300,AAPL,0.9866851467429089
114,2020-12-30,135.5800018310547,135.99000549316406,133.39999389648438,133.72000122070312,131.75013732910156,96452100,AAPL,0.9914733155029393
115,2020-12-31,134.0800018310547,134.74000549316406,131.72000122070312,132.69000244140625,130.73533630371094,99116600,AAPL,0.9922973469197262
116,2021-01-04,133.52000427246094,133.61000061035156,126.76000213623047,129.41000366210938,127.50363159179688,143301900,AAPL,0.9752807391744132
117,2021-01-05,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,129.08004760742188,97664900,AAPL,1.0123637338648421
118,2021-01-06,127.72000122070312,131.0500030517578,126.37999725341797,126.5999984741211,124.73503875732422,155088000,AAPL,0.9663384763176619
119,2021-01-07,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,128.99139404296875,109578200,AAPL,1.0341232207495428
120,2021-01-08,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,130.10475158691406,105158200,AAPL,1.0086312625925513
121,2021-01-11,129.19000244140625,130.1699981689453,128.5,128.97999572753906,127.07997131347656,100384500,AAPL,0.9767511756662706
122,2021-01-12,128.5,129.69000244140625,126.86000061035156,128.8000030517578,126.90261840820312,91951100,AAPL,0.9986044915355597
123,2021-01-13,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,128.96182250976562,88636800,AAPL,1.0162266792575367
124,2021-01-14,130.8000030517578,131.0,128.75999450683594,128.91000366210938,127.01099395751953,90221800,AAPL,0.9848728265201928
125,2021-01-15,128.77999877929688,130.22000122070312,127.0,127.13999938964844,125.26708221435547,111598500,AAPL,0.9862694575891848
126,2021-01-19,127.77999877929688,128.7100067138672,126.94000244140625,127.83000183105469,125.9469223022461,90757300,AAPL,1.0054271074777308
127,2021-01-20,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,130.08505249023438,104319500,AAPL,1.0328561127128284
128,2021-01-21,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,134.85372924804688,120150900,AAPL,1.0366583078288232
129,2021-01-22,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,137.02134704589844,114459400,AAPL,1.016073736286376
130,2021-01-25,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,140.81460571289062,157611700,AAPL,1.0276838329040348
131,2021-01-26,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,141.0511016845703,98390600,AAPL,1.0016792995818566
132,2021-01-27,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,139.96730041503906,140843800,AAPL,0.9923162470286611
133,2021-01-28,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,135.0704803466797,142621100,AAPL,0.9650147732921563
134,2021-01-29,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,130.01608276367188,177523800,AAPL,0.9625794021368316
135,2021-02-01,133.75,135.3800048828125,130.92999267578125,134.13999938964844,132.16395568847656,106239800,AAPL,1.016520101279687
136,2021-02-02,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,133.00144958496094,83305400,AAPL,1.0063367087176327
137,2021-02-03,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,131.96690368652344,89880900,AAPL,0.9922216237570938
138,2021-02-04,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,135.36605834960938,84183100,AAPL,1.025757778746879
139,2021-02-05,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,134.94671630859375,75693800,AAPL,0.9954144778687585
140,2021-02-08,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,135.09474182128906,71297200,AAPL,1.0010968789214594
141,2021-02-09,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,134.20664978027344,76774200,AAPL,0.993426271775621
142,2021-02-10,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,133.59487915039062,73046600,AAPL,0.9954415473698417
143,2021-02-11,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,133.3383331298828,64280000,AAPL,0.998079662397459
144,2021-02-12,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,133.5751495361328,60145100,AAPL,1.0017759951580194
145,2021-02-16,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,131.42405700683594,80576300,AAPL,0.9838960422958273
146,2021-02-17,131.25,132.22000122070312,129.47000122070312,130.83999633789062,129.10519409179688,97918500,AAPL,0.9823559872329798
147,2021-02-18,129.1999969482422,130.0,127.41000366210938,129.7100067138672,127.99018096923828,96856700,AAPL,0.9913635764624659
148,2021-02-19,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,128.14805603027344,87668800,AAPL,1.0012334314627955
149,2021-02-22,128.00999450683594,129.72000122070312,125.5999984741211,126.0,124.32939147949219,103916400,AAPL,0.9702010066782906
150,2021-02-23,123.76000213623047,126.70999908447266,118.38999938964844,125.86000061035156,124.19123840332031,158273000,AAPL,0.9988888937329489
151,2021-02-24,124.94000244140625,125.55999755859375,122.2300033569336,125.3499984741211,123.68800354003906,111039900,AAPL,0.9959478616418462
152,2021-02-25,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376953,119.38581085205078,148199500,AAPL,0.9652173860117621
153,2021-02-26,122.58999633789062,124.8499984741211,121.19999694824219,121.26000213623047,119.6522216796875,164560400,AAPL,1.0022316247394678
154,2021-03-01,123.75,127.93000030517578,122.79000091552734,127.79000091552734,126.09565734863281,116307900,AAPL,1.0538512177491197
155,2021-03-02,128.41000366210938,128.72000122070312,125.01000213623047,125.12000274658203,123.4610595703125,102260900,AAPL,0.9791063608277908
156,2021-03-03,124.80999755859375,125.70999908447266,121.83999633789062,122.05999755859375,120.44161224365234,112966300,AAPL,0.9755434373336291
157,2021-03-04,121.75,123.5999984741211,118.62000274658203,120.12999725341797,118.53719329833984,178155000,AAPL,0.9841881013945678
158,2021-03-05,120.9800033569336,121.94000244140625,117.56999969482422,121.41999816894531,119.81010437011719,153766600,AAPL,1.0107383746359875
159,2021-03-08,120.93000030517578,121.0,116.20999908447266,116.36000061035156,114.81720733642578,154376600,AAPL,0.9583264895824393
160,2021-03-09,119.02999877929688,122.05999755859375,118.79000091552734,121.08999633789062,119.4844741821289,129525800,AAPL,1.0406496708725377
161,2021-03-10,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,118.38919830322266,111943300,AAPL,0.9908333222022759
162,2021-03-11,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,120.34294128417969,103026500,AAPL,1.0165027143869023
163,2021-03-12,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,119.42527770996094,88105100,AAPL,0.9923745464729657
164,2021-03-15,121.41000366210938,124.0,120.41999816894531,123.98999786376953,122.34602355957031,92403800,AAPL,1.024456738943461
165,2021-03-16,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,123.90507507324219,115227900,AAPL,1.0127429781294994
166,2021-03-17,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,123.10582733154297,111932600,AAPL,0.9935494340960237
167,2021-03-18,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,118.93190002441406,121229700,AAPL,0.966094875885665
168,2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,118.39906311035156,185549500,AAPL,0.9955197799635247
169,2021-03-22,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,121.75399780273438,111912300,AAPL,1.0283357078624094
170,2021-03-23,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,120.91524505615234,95467100,AAPL,0.9931112855310347
171,2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,118.49772644042969,88530500,AAPL,0.9800064912736077
172,2021-03-25,119.54000091552734,121.66000366210938,119.0,120.58999633789062,118.99109649658203,98844700,AAPL,1.0041635441356263
173,2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,119.60289001464844,94071200,AAPL,1.0051414111071435
174,2021-03-29,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,119.78050231933594,80819200,AAPL,1.001485028516916
175,2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,118.31025695800781,85671900,AAPL,0.9877255303463113
176,2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,120.53044128417969,118323800,AAPL,1.0187656377928767
177,2021-04-01,123.66000366210938,124.18000030517578,122.48999786376953,123.0,121.36914825439453,75089100,AAPL,1.0069586448096852
178,2021-04-05,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,124.230712890625,88651200,AAPL,1.0235772481778773
179,2021-04-06,126.5,127.12999725341797,125.6500015258789,126.20999908447266,124.53658294677734,80171300,AAPL,1.0024622522226898
180,2021-04-07,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,126.20418548583984,83466700,AAPL,1.0133904005519812
181,2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,128.63157653808594,88844600,AAPL,1.0192337690001896
182,2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,131.23655700683594,106686700,AAPL,1.0202516061467308
183,2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,129.49989318847656,91420000,AAPL,0.9867669585952186
184,2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,132.64759826660156,91266500,AAPL,1.0243065151561834
185,2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,130.27944946289062,87222800,AAPL,0.9821468866529459
186,2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,132.71665954589844,89347100,AAPL,1.018707878842232
187,2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,132.38121032714844,84922400,AAPL,0.9974721461866868
188,2021-04-19,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,133.05213928222656,94264200,AAPL,1.0050685201045004
189,2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,131.3450927734375,94812300,AAPL,0.9871700105716117
190,2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,131.72991943359375,68847100,AAPL,1.0029299029964704
191,2021-04-22,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,130.19061279296875,84566500,AAPL,0.9883146250292603
192,2021-04-23,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,132.5390625,78657500,AAPL,1.0180385390235949
193,2021-04-26,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,132.93374633789062,66905100,AAPL,1.0029779174707671
194,2021-04-27,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,132.60812377929688,66015800,AAPL,0.9975504614900198
195,2021-04-28,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,131.8088836669922,107760100,AAPL,0.9939727839699942
196,2021-04-29,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,131.71018981933594,151101000,AAPL,0.99925133925629
197,2021-04-30,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,129.7169952392578,109839500,AAPL,0.9848667285111763
198,2021-05-03,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,130.7826690673828,75135100,AAPL,1.0082153241830902
199,2021-05-04,131.19000244140625,131.49000549316406,126.69999694824219,127.8499984741211,126.15483856201172,137564700,AAPL,0.9646144933636237
200,2021-05-05,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,126.40155029296875,84000900,AAPL,1.0019554762016296
201,2021-05-06,127.88999938964844,129.75,127.12999725341797,129.74000549316406,128.01979064941406,78128300,AAPL,1.0128024926737567
202,2021-05-07,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,128.70179748535156,78973300,AAPL,1.003622639130595
203,2021-05-10,129.41000366210938,129.5399932861328,126.80999755859375,126.8499984741211,125.38070678710938,88071200,AAPL,0.9741954683473013
204,2021-05-11,123.5,126.2699966430664,122.7699966430664,125.91000366210938,124.45160675048828,126142800,AAPL,0.9925897136514078
205,2021-05-12,123.4000015258789,124.63999938964844,122.25,122.7699966430664,121.34797668457031,112172300,AAPL,0.9750614968809829
206,2021-05-13,124.58000183105469,126.1500015258789,124.26000213623047,124.97000122070312,123.52249145507812,105861300,AAPL,1.01791972499627
207,2021-05-14,126.25,127.88999938964844,125.8499984741211,127.44999694824219,125.97376251220703,81918000,AAPL,1.019844728361323
208,2021-05-17,126.81999969482422,126.93000030517578,125.16999816894531,126.2699966430664,124.80744171142578,74244600,AAPL,0.9907414646258879
209,2021-05-18,126.55999755859375,126.98999786376953,124.77999877929688,124.8499984741211,123.40388488769531,63342900,AAPL,0.9887542709535402
210,2021-05-19,123.16000366210938,124.91999816894531,122.86000061035156,124.69000244140625,123.2457504272461,92612000,AAPL,0.9987184939153363
211,2021-05-20,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859375,125.83537292480469,76857100,AAPL,1.0210120704618535
